transaction_id,item_name,date,time,period,purchase_cost,branch_location
TXN102644,Dharwad Peda,2025-06-25,13:03:06,Afternoon,1168.19,HSR Layout
TXN102645,Jalebi,2024-07-28,20:26:45,Evening,711.16,Koramangala
TXN102646,Rasgulla,2024-09-10,16:20:48,Afternoon,42.03,Indiranagar
TXN102647,Chiroti,2025-02-14,15:44:46,Afternoon,136.84,Indiranagar
TXN102648,Halwa (Assorted),2025-05-27,15:39:51,Afternoon,329.27,Vijayanagar
TXN102649,Laddoo (Boondi),2025-01-19,16:34:03,Afternoon,251.41,Koramangala
TXN102650,Mysore Pak,2024-06-30,18:12:23,Evening,1198.91,Jayanagar
TXN102651,Jalebi,2024-08-11,20:54:08,Evening,538.99,Basavanagudi
TXN102652,Jalebi,2024-10-18,13:29:59,Afternoon,692.05,Indiranagar
TXN102653,Kaju Katli,2024-12-02,18:20:19,Evening,1878.41,Indiranagar
TXN102654,Halwa (Assorted),2025-05-11,13:14:10,Afternoon,946.59,Indiranagar
TXN102655,Milk Burfi,2025-03-09,15:09:21,Afternoon,512.11,Vijayanagar
TXN102656,Badam Milk,2024-05-31,11:10:00,Morning,83.33,Malleswaram
TXN102657,Rasgulla,2025-06-17,15:57:03,Afternoon,102.52,Indiranagar
TXN102658,Jalebi,2024-06-17,12:58:24,Afternoon,462.48,Vijayanagar
TXN102659,Kesar Peda,2025-04-20,11:08:17,Morning,1106.4,RR Nagar
TXN102660,Sohan Papdi,2025-04-24,09:34:53,Morning,524.31,Koramangala
TXN102661,Samosa,2025-01-25,19:32:47,Evening,85.47,HSR Layout
TXN102662,Jalebi,2024-12-31,21:53:46,Evening,526.29,Koramangala
TXN102663,Jalebi,2024-07-27,15:43:47,Afternoon,671.36,Koramangala
TXN102664,Chiroti,2024-02-28,09:47:40,Morning,373.2,HSR Layout
TXN102665,Halwa (Assorted),2024-06-10,18:46:59,Evening,1037.65,Jayanagar
TXN102666,Dharwad Peda,2024-11-06,19:57:56,Evening,689.6,Basavanagudi
TXN102667,Milk Burfi,2025-07-03,17:13:08,Evening,301.1,Indiranagar
TXN102668,Mysore Pak,2025-02-08,17:17:30,Evening,1152.17,Malleswaram
TXN102669,Sohan Papdi,2024-10-10,09:45:46,Morning,384.59,Jayanagar
TXN102670,Pista Roll,2024-02-29,09:47:01,Morning,463.48,Indiranagar
TXN102671,Gulab Jamun,2024-06-10,13:55:39,Afternoon,143.78,Malleswaram
TXN102672,Badam Milk,2024-06-13,16:04:14,Afternoon,117.41,Koramangala
TXN102673,Jalebi,2025-03-21,12:38:47,Afternoon,590.14,Electronic City
TXN102674,Rasgulla,2024-10-09,14:50:59,Afternoon,85.69,Indiranagar
TXN102675,Rasgulla,2025-04-28,13:05:34,Afternoon,45.42,Electronic City
TXN102676,Jalebi,2024-04-21,16:18:43,Afternoon,535.32,Basavanagudi
TXN102677,Jalebi,2025-07-16,15:05:06,Afternoon,644.37,HSR Layout
TXN102678,Sohan Papdi,2024-12-22,09:26:46,Morning,360.23,Koramangala
TXN102679,Rasgulla,2025-03-11,19:17:07,Evening,164.56,RR Nagar
TXN102680,Gulab Jamun,2024-07-09,08:08:01,Morning,143.71,Malleswaram
TXN102681,Jalebi,2024-04-03,17:30:22,Evening,597.29,Electronic City
TXN102682,Pista Roll,2024-11-01,22:31:21,Night,1975.77,Indiranagar
TXN102683,Halwa (Assorted),2024-03-03,10:37:56,Morning,980.03,Koramangala
TXN102684,Rasgulla,2024-11-08,17:06:52,Evening,100.19,HSR Layout
TXN102685,Milk Burfi,2024-06-10,15:57:46,Afternoon,232.67,HSR Layout
TXN102686,Rasgulla,2024-08-28,09:04:34,Morning,84.8,Jayanagar
TXN102687,Pista Roll,2025-02-09,22:03:50,Night,2043.3,Electronic City
TXN102688,Rasgulla,2025-02-21,08:20:00,Morning,151.32,RR Nagar
TXN102689,Dharwad Peda,2024-12-25,14:38:47,Afternoon,428.81,Indiranagar
TXN102690,Halwa (Assorted),2024-10-22,15:57:26,Afternoon,620.53,Malleswaram
TXN102691,Halwa (Assorted),2024-03-02,09:07:51,Morning,775.6,Jayanagar
TXN102692,Dharwad Peda,2024-11-28,09:31:31,Morning,1054.19,Malleswaram
TXN102693,Mysore Pak,2024-03-16,15:19:10,Afternoon,446.97,HSR Layout
TXN102694,Samosa,2025-02-09,15:41:28,Afternoon,37.37,Koramangala
TXN102695,Samosa,2024-08-10,22:53:49,Night,35.19,Basavanagudi
TXN102696,Chiroti,2025-07-07,15:37:10,Afternoon,327.85,Jayanagar
TXN102697,Dharwad Peda,2024-05-17,19:26:44,Evening,901.44,Koramangala
TXN102698,Chiroti,2025-05-08,19:07:20,Evening,413.87,Indiranagar
TXN102699,Sohan Papdi,2024-06-24,16:45:03,Afternoon,533.8,HSR Layout
TXN102700,Pista Roll,2024-07-18,15:02:42,Afternoon,1672.33,Koramangala
TXN102701,Laddoo (Boondi),2024-08-06,19:28:01,Evening,346.11,Koramangala
TXN102702,Badam Milk,2024-05-25,18:24:42,Evening,102.05,Jayanagar
TXN102703,Dharwad Peda,2024-11-24,17:09:15,Evening,843.45,Jayanagar
TXN102704,Gulab Jamun,2025-06-15,10:21:35,Morning,130.24,Malleswaram
TXN102705,Rasgulla,2024-11-06,16:09:31,Afternoon,131.39,Indiranagar
TXN102706,Laddoo (Boondi),2025-05-22,14:13:20,Afternoon,886.26,Indiranagar
TXN102707,Samosa,2024-08-18,15:10:15,Afternoon,51.32,HSR Layout
TXN102708,Mysore Pak,2024-11-17,13:07:06,Afternoon,405.96,Vijayanagar
TXN102709,Gulab Jamun,2025-06-10,11:17:02,Morning,116.32,Vijayanagar
TXN102710,Chiroti,2024-12-11,15:50:08,Afternoon,91.12,Electronic City
TXN102711,Pista Roll,2024-02-15,17:54:18,Evening,705.28,RR Nagar
TXN102712,Chiroti,2024-09-10,11:56:00,Morning,299.49,HSR Layout
TXN102713,Mysore Pak,2025-06-06,15:34:33,Afternoon,302.18,HSR Layout
TXN102714,Rasgulla,2025-06-19,09:26:47,Morning,62.26,RR Nagar
TXN102715,Laddoo (Boondi),2025-02-24,21:56:47,Evening,205.7,Jayanagar
TXN102716,Kesar Peda,2024-10-27,20:39:33,Evening,1111.03,Jayanagar
TXN102717,Badam Milk,2025-03-23,10:26:50,Morning,86.87,Electronic City
TXN102718,Kesar Peda,2025-01-10,18:19:29,Evening,825.51,Electronic City
TXN102719,Kesar Peda,2025-02-25,08:36:43,Morning,407.97,HSR Layout
TXN102720,Mysore Pak,2025-01-13,09:51:54,Morning,935.46,RR Nagar
TXN102721,Milk Burfi,2025-05-25,18:52:22,Evening,246.9,HSR Layout
TXN102722,Gulab Jamun,2024-12-28,14:01:10,Afternoon,68.54,HSR Layout
TXN102723,Badam Milk,2025-01-28,10:34:46,Morning,112.96,Indiranagar
TXN102724,Kaju Katli,2024-01-23,09:58:26,Morning,1181.9,HSR Layout
TXN102725,Rasgulla,2025-06-02,08:23:21,Morning,91.77,Jayanagar
TXN102726,Chiroti,2025-06-20,18:53:50,Evening,373.68,HSR Layout
TXN102727,Kaju Katli,2024-05-25,08:59:18,Morning,2087.98,Malleswaram
TXN102728,Kesar Peda,2025-04-07,22:44:59,Night,1496.62,Koramangala
TXN102729,Jalebi,2025-01-22,22:07:27,Night,151.31,Jayanagar
TXN102730,Halwa (Assorted),2024-09-26,18:19:15,Evening,419.71,Electronic City
TXN102731,Laddoo (Boondi),2025-02-08,17:09:03,Evening,672.84,HSR Layout
TXN102732,Badam Milk,2024-04-15,17:05:32,Evening,42.54,Basavanagudi
TXN102733,Rasgulla,2025-05-11,09:54:45,Morning,128.73,Electronic City
TXN102734,Halwa (Assorted),2025-05-05,18:04:53,Evening,618.53,Jayanagar
TXN102735,Sohan Papdi,2024-06-21,13:35:05,Afternoon,838.28,HSR Layout
TXN102736,Jalebi,2024-08-26,15:05:20,Afternoon,596.39,Electronic City
TXN102737,Kesar Peda,2024-04-17,13:17:22,Afternoon,549.34,Indiranagar
TXN102738,Kaju Katli,2024-04-15,08:54:06,Morning,631.59,Indiranagar
TXN102739,Milk Burfi,2024-07-29,19:54:36,Evening,379.31,Koramangala
TXN102740,Halwa (Assorted),2024-07-22,22:21:01,Night,638.63,Basavanagudi
TXN102741,Samosa,2025-01-28,14:20:59,Afternoon,59.05,RR Nagar
TXN102742,Chiroti,2024-02-09,21:45:33,Evening,281.78,HSR Layout
TXN102743,Milk Burfi,2024-11-19,08:36:02,Morning,844.84,Basavanagudi
TXN102744,Sohan Papdi,2024-08-22,15:16:05,Afternoon,745.46,Koramangala
TXN102745,Pista Roll,2024-07-16,18:05:23,Evening,2200.23,Malleswaram
TXN102746,Milk Burfi,2025-01-03,19:06:32,Evening,298.86,Indiranagar
TXN102747,Pista Roll,2024-02-29,14:53:03,Afternoon,857.22,Basavanagudi
TXN102748,Kaju Katli,2024-01-27,13:08:32,Afternoon,549.04,Malleswaram
TXN102749,Chiroti,2024-03-13,22:53:55,Night,87.22,RR Nagar
TXN102750,Badam Milk,2025-05-13,10:01:17,Morning,64.38,Malleswaram
TXN102751,Sohan Papdi,2024-02-25,08:47:22,Morning,601.74,Vijayanagar
TXN102752,Pista Roll,2025-07-08,16:42:52,Afternoon,531.85,Malleswaram
TXN102753,Halwa (Assorted),2025-04-08,16:21:08,Afternoon,836.21,RR Nagar
TXN102754,Mysore Pak,2025-03-03,17:53:18,Evening,837.91,RR Nagar
TXN102755,Kesar Peda,2024-03-15,16:36:49,Afternoon,997.15,Koramangala
TXN102756,Kesar Peda,2024-07-17,18:43:52,Evening,1345.82,HSR Layout
TXN102757,Pista Roll,2024-12-09,09:10:50,Morning,1894.62,Jayanagar
TXN102758,Sohan Papdi,2025-01-28,16:46:45,Afternoon,527.4,Vijayanagar
TXN102759,Sohan Papdi,2025-06-27,10:50:57,Morning,567.23,Electronic City
TXN102760,Pista Roll,2024-10-24,20:56:36,Evening,1667.28,Jayanagar
TXN102761,Mysore Pak,2024-03-12,11:46:20,Morning,930.28,RR Nagar
TXN102762,Jalebi,2024-10-15,19:06:47,Evening,746.9,RR Nagar
TXN102763,Dharwad Peda,2024-10-12,16:49:23,Afternoon,370.19,Vijayanagar
TXN102764,Kaju Katli,2024-08-15,08:37:26,Morning,966.48,HSR Layout
TXN102765,Pista Roll,2024-04-19,15:46:40,Afternoon,1394.58,Basavanagudi
TXN102766,Samosa,2024-05-17,18:42:53,Evening,30.86,HSR Layout
TXN102767,Sohan Papdi,2024-03-05,21:07:45,Evening,274.72,Malleswaram
TXN102768,Dharwad Peda,2024-04-03,17:37:21,Evening,512.19,Basavanagudi
TXN102769,Kaju Katli,2024-11-02,18:20:00,Evening,1352.62,Electronic City
TXN102770,Chiroti,2024-10-05,16:29:20,Afternoon,170.23,Electronic City
TXN102771,Kaju Katli,2024-05-17,19:29:12,Evening,497.05,Vijayanagar
TXN102772,Rasgulla,2025-01-17,13:16:03,Afternoon,42.32,Indiranagar
TXN102773,Milk Burfi,2024-07-30,13:16:59,Afternoon,930.33,Jayanagar
TXN102774,Badam Milk,2024-11-17,19:45:46,Evening,75.7,Malleswaram
TXN102775,Chiroti,2025-03-07,22:26:44,Night,405.61,RR Nagar
TXN102776,Kesar Peda,2024-09-18,10:04:02,Morning,660.09,Malleswaram
TXN102777,Pista Roll,2025-04-19,17:00:00,Evening,481.66,Jayanagar
TXN102778,Rasgulla,2025-03-27,18:00:59,Evening,112.15,Electronic City
TXN102779,Kesar Peda,2025-01-14,10:37:29,Morning,1445.34,Malleswaram
TXN102780,Rasgulla,2024-11-22,10:11:01,Morning,163.47,Jayanagar
TXN102781,Pista Roll,2024-12-26,14:28:39,Afternoon,2119.5,Malleswaram
TXN102782,Samosa,2025-02-27,19:36:46,Evening,45.00865564000339,Vijayanagar
TXN102783,Gulab Jamun,2025-01-09,17:12:30,Evening,78.16,Basavanagudi
TXN102784,Kaju Katli,2025-07-13,19:49:48,Evening,1003.03,Basavanagudi
TXN102785,Halwa (Assorted),2025-03-23,19:59:19,Evening,477.68,Koramangala
TXN102786,Mysore Pak,2025-07-10,18:52:08,Evening,235.57,Jayanagar
TXN102787,Sohan Papdi,2025-02-12,08:47:48,Morning,246.7,Electronic City
TXN102788,Halwa (Assorted),2024-01-25,10:19:27,Morning,797.06,Vijayanagar
TXN102789,Jalebi,2024-12-31,16:37:00,Afternoon,300.88,Vijayanagar
TXN102790,Rasgulla,2024-12-18,17:00:47,Evening,126.02,Vijayanagar
TXN102791,Chiroti,2025-05-15,13:22:52,Afternoon,141.92,Malleswaram
TXN102792,Jalebi,2024-02-08,22:15:00,Night,423.95,Jayanagar
TXN102793,Chiroti,2025-01-15,16:18:03,Afternoon,424.44,Koramangala
TXN102794,Pista Roll,2024-11-20,17:51:29,Evening,1292.89,RR Nagar
TXN102795,Pista Roll,2024-03-20,15:48:26,Afternoon,1874.07,RR Nagar
TXN102796,Jalebi,2024-05-20,21:18:49,Evening,529.26,Jayanagar
TXN102797,Samosa,2024-08-03,11:07:28,Morning,82.64,RR Nagar
TXN102798,Laddoo (Boondi),2024-08-31,22:17:08,Night,300.62,Electronic City
TXN102799,Laddoo (Boondi),2024-08-18,22:52:23,Night,375.52,RR Nagar
TXN102800,Milk Burfi,2025-05-13,13:44:28,Afternoon,1106.08,Vijayanagar
TXN102801,Jalebi,2024-08-16,18:00:13,Evening,498.02,Jayanagar
TXN102802,Badam Milk,2025-05-02,20:32:17,Evening,144.92,Malleswaram
TXN102803,Laddoo (Boondi),2025-04-13,16:52:42,Afternoon,664.25,Vijayanagar
TXN102804,Gulab Jamun,2024-07-14,16:48:47,Afternoon,131.22,Basavanagudi
TXN102805,Kesar Peda,2025-02-16,10:49:52,Morning,875.9,Vijayanagar
TXN102806,Pista Roll,2024-05-01,20:01:52,Evening,1070.91,RR Nagar
TXN102807,Jalebi,2025-04-20,21:45:46,Evening,289.71,Malleswaram
TXN102808,Dharwad Peda,2025-03-25,16:39:00,Afternoon,631.31,Malleswaram
TXN102809,Badam Milk,2024-05-17,16:34:55,Afternoon,117.45,RR Nagar
TXN102810,Chiroti,2024-09-09,18:59:53,Evening,375.35,RR Nagar
TXN102811,Rasgulla,2024-08-25,13:25:08,Afternoon,140.34,Vijayanagar
TXN102812,Chiroti,2024-11-02,21:53:00,Evening,425.66,RR Nagar
TXN102813,Sohan Papdi,2024-08-08,18:39:50,Evening,545.08,Vijayanagar
TXN102814,Kaju Katli,2024-10-18,16:27:42,Afternoon,2343.04,Vijayanagar
TXN102815,Rasgulla,2025-01-26,18:54:46,Evening,155.61,HSR Layout
TXN102816,Laddoo (Boondi),2024-03-11,20:06:42,Evening,714.98,Jayanagar
TXN102817,Samosa,2025-06-04,11:31:55,Morning,75.86463356565514,RR Nagar
TXN102818,Badam Milk,2024-06-30,11:20:23,Morning,87.8,Basavanagudi
TXN102819,Sohan Papdi,2025-07-15,20:25:16,Evening,786.1,Koramangala
TXN102820,Kesar Peda,2024-09-14,22:25:03,Night,838.25,Malleswaram
TXN102821,Rasgulla,2024-05-20,15:45:21,Afternoon,68.07,Malleswaram
TXN102822,Kesar Peda,2024-05-01,12:41:47,Afternoon,747.52,Jayanagar
TXN102823,Jalebi,2025-06-10,21:30:41,Evening,475.59,HSR Layout
TXN102824,Rasgulla,2024-10-26,11:28:40,Morning,161.41,Koramangala
TXN102825,Badam Milk,2024-05-01,09:31:16,Morning,132.86,Indiranagar
TXN102826,Pista Roll,2024-10-31,14:05:48,Afternoon,1762.6,Electronic City
TXN102827,Halwa (Assorted),2024-01-19,18:56:50,Evening,528.45,Vijayanagar
TXN102828,Pista Roll,2025-07-13,10:16:02,Morning,871.66,Basavanagudi
TXN102829,Gulab Jamun,2025-05-10,08:22:29,Morning,29.49,Vijayanagar
TXN102830,Mysore Pak,2024-05-18,14:36:21,Afternoon,1071.89,Indiranagar
TXN102831,Kaju Katli,2024-02-18,20:03:40,Evening,503.16,Basavanagudi
TXN102832,Laddoo (Boondi),2025-02-09,08:54:01,Morning,558.2,Vijayanagar
TXN102833,Mysore Pak,2024-06-07,13:23:43,Afternoon,1027.97,RR Nagar
TXN102834,Kaju Katli,2024-12-19,20:01:55,Evening,1615.37,Electronic City
TXN102835,Laddoo (Boondi),2024-02-21,18:48:57,Evening,892.58,Basavanagudi
TXN102836,Rasgulla,2025-05-12,10:19:24,Morning,132.34,Malleswaram
TXN102837,Pista Roll,2024-12-14,09:50:19,Morning,2127.07,RR Nagar
TXN102838,Halwa (Assorted),2025-04-02,16:22:24,Afternoon,412.12,HSR Layout
TXN102839,Badam Milk,2024-05-08,13:42:45,Afternoon,142.56,Malleswaram
TXN102840,Samosa,2025-02-24,14:41:56,Afternoon,49.32,Malleswaram
TXN102841,Gulab Jamun,2024-08-02,15:25:47,Afternoon,60.89,HSR Layout
TXN102842,Kesar Peda,2024-07-22,21:53:40,Evening,855.93,Malleswaram
TXN102843,Rasgulla,2024-04-22,19:14:01,Evening,93.85,RR Nagar
TXN102844,Halwa (Assorted),2024-12-17,21:01:25,Evening,605.16,Jayanagar
TXN102845,Halwa (Assorted),2025-05-02,15:56:30,Afternoon,565.28,RR Nagar
TXN102846,Mysore Pak,2024-01-29,16:37:12,Afternoon,844.22,Basavanagudi
TXN102847,Badam Milk,2024-12-24,10:29:06,Morning,67.16,Jayanagar
TXN102848,Mysore Pak,2024-04-24,09:17:18,Morning,257.53,Koramangala
TXN102849,Jalebi,2025-02-22,08:11:35,Morning,375.11,RR Nagar
TXN102850,Rasgulla,2024-10-22,14:09:11,Afternoon,87.41,HSR Layout
TXN102851,Dharwad Peda,2024-12-09,12:47:04,Afternoon,667.13,Koramangala
TXN102852,Milk Burfi,2025-06-26,10:01:37,Morning,1028.57,Malleswaram
TXN102853,Gulab Jamun,2024-08-24,14:52:20,Afternoon,35.54,Vijayanagar
TXN102854,Kaju Katli,2025-06-01,09:05:00,Morning,542.95,Vijayanagar
TXN102855,Dharwad Peda,2024-07-16,11:04:24,Morning,1135.48,Malleswaram
TXN102856,Badam Milk,2024-08-01,21:56:04,Evening,134.22,Jayanagar
TXN102857,Kaju Katli,2024-04-20,14:13:04,Afternoon,933.15,Malleswaram
TXN102858,Milk Burfi,2024-11-18,10:21:18,Morning,637.87,Koramangala
TXN102859,Kesar Peda,2025-05-08,09:08:06,Morning,367.67,Malleswaram
TXN102860,Pista Roll,2024-12-14,15:02:54,Afternoon,2162.82,HSR Layout
TXN102861,Chiroti,2024-03-18,16:00:22,Afternoon,419.35,RR Nagar
TXN102862,Kaju Katli,2024-12-03,16:17:50,Afternoon,2152.95,Electronic City
TXN102863,Rasgulla,2024-07-25,20:08:11,Evening,101.85,Koramangala
TXN102864,Kaju Katli,2024-03-14,11:50:58,Morning,662.95,Jayanagar
TXN102865,Gulab Jamun,2025-05-07,13:50:52,Afternoon,104.58,Malleswaram
TXN102866,Gulab Jamun,2024-01-31,21:30:12,Evening,48.01,HSR Layout
TXN102867,Rasgulla,2024-05-29,18:55:20,Evening,119.12,Electronic City
TXN102868,Rasgulla,2024-06-24,17:24:49,Evening,51.61,Malleswaram
TXN102869,Pista Roll,2025-01-22,13:13:28,Afternoon,1031.99,Electronic City
TXN102870,Pista Roll,2024-03-21,22:30:17,Night,407.38,HSR Layout
TXN102871,Rasgulla,2024-11-22,10:03:51,Morning,52.07,Jayanagar
TXN102872,Samosa,2025-01-16,14:06:42,Afternoon,42.63259894951703,Indiranagar
TXN102873,Mysore Pak,2025-06-16,17:49:50,Evening,1153.0,Indiranagar
TXN102874,Laddoo (Boondi),2025-04-19,09:46:16,Morning,547.88,Koramangala
TXN102875,Pista Roll,2024-12-16,12:37:47,Afternoon,607.61,Koramangala
TXN102876,Laddoo (Boondi),2025-05-18,15:01:32,Afternoon,269.44,Vijayanagar
TXN102877,Pista Roll,2024-03-27,15:28:37,Afternoon,825.58,Indiranagar
TXN102878,Milk Burfi,2024-06-08,22:39:39,Night,623.8,Indiranagar
TXN102879,Rasgulla,2024-11-10,21:21:35,Evening,40.67,Koramangala
TXN102880,Dharwad Peda,2025-02-04,17:58:56,Evening,846.63,Vijayanagar
TXN102881,Gulab Jamun,2025-04-15,16:20:17,Afternoon,76.66,Jayanagar
TXN102882,Sohan Papdi,2024-06-28,22:11:09,Night,768.13,Koramangala
TXN102883,Jalebi,2024-10-01,19:54:42,Evening,216.81,Basavanagudi
TXN102884,Jalebi,2024-02-18,17:12:31,Evening,282.43,Indiranagar
TXN102885,Halwa (Assorted),2025-04-10,13:27:08,Afternoon,518.5,Vijayanagar
TXN102886,Laddoo (Boondi),2024-08-28,11:32:19,Morning,260.97,Vijayanagar
TXN102887,Halwa (Assorted),2025-01-18,22:35:35,Night,974.04,Indiranagar
TXN102888,Sohan Papdi,2025-01-19,18:26:41,Evening,431.18,Malleswaram
TXN102889,Rasgulla,2025-03-04,20:22:07,Evening,33.89,Malleswaram
TXN102890,Rasgulla,2024-02-21,19:34:23,Evening,62.9,Vijayanagar
TXN102891,Badam Milk,2024-10-09,15:39:29,Afternoon,222.89,Indiranagar
TXN102892,Rasgulla,2024-01-16,11:33:43,Morning,114.19,Vijayanagar
TXN102893,Kesar Peda,2025-01-19,22:49:43,Night,833.96,Indiranagar
TXN102894,Mysore Pak,2024-05-10,13:41:26,Afternoon,1043.69,RR Nagar
TXN102895,Kesar Peda,2024-07-11,18:04:59,Evening,367.06,RR Nagar
TXN102896,Pista Roll,2024-05-24,13:34:57,Afternoon,2206.76,Jayanagar
TXN102897,Gulab Jamun,2024-03-13,14:19:36,Afternoon,99.26,Vijayanagar
TXN102898,Badam Milk,2024-09-26,20:29:08,Evening,222.32,Indiranagar
TXN102899,Rasgulla,2024-05-07,17:20:17,Evening,163.39,Indiranagar
TXN102900,Kaju Katli,2024-10-13,11:11:18,Morning,905.88,HSR Layout
TXN102901,Laddoo (Boondi),2024-05-13,12:33:15,Afternoon,798.06,Indiranagar
TXN102902,Dharwad Peda,2024-07-25,13:09:17,Afternoon,237.85,Koramangala
TXN102903,Rasgulla,2025-05-03,16:54:54,Afternoon,61.29,Vijayanagar
TXN102904,Mysore Pak,2025-06-28,19:40:53,Evening,226.36,Indiranagar
TXN102905,Mysore Pak,2024-02-15,14:02:24,Afternoon,412.66,HSR Layout
TXN102906,Milk Burfi,2025-03-10,18:21:55,Evening,857.89,HSR Layout
TXN102907,Jalebi,2024-05-24,14:40:42,Afternoon,680.85,Basavanagudi
TXN102908,Rasgulla,2024-06-14,09:05:20,Morning,48.37,Koramangala
TXN102909,Kaju Katli,2024-01-23,15:25:22,Afternoon,1488.74,HSR Layout
TXN102910,Pista Roll,2024-10-26,22:35:03,Night,637.05,Electronic City
TXN102911,Kaju Katli,2024-04-09,08:30:36,Morning,461.79,Basavanagudi
TXN102912,Sohan Papdi,2025-04-13,20:04:14,Evening,338.91,Electronic City
TXN102913,Chiroti,2025-07-10,11:04:17,Morning,182.31,Jayanagar
TXN102914,Sohan Papdi,2025-03-24,09:07:53,Morning,469.84,HSR Layout
TXN102915,Gulab Jamun,2025-04-09,14:16:29,Afternoon,145.06,Jayanagar
TXN102916,Mysore Pak,2025-03-09,19:49:14,Evening,498.05,Jayanagar
TXN102917,Kaju Katli,2024-05-25,22:01:18,Night,1571.29,Vijayanagar
TXN102918,Halwa (Assorted),2025-01-15,11:38:01,Morning,320.48,Jayanagar
TXN102919,Sohan Papdi,2025-06-26,10:45:09,Morning,189.82,HSR Layout
TXN102920,Milk Burfi,2024-05-15,16:55:04,Afternoon,512.96,RR Nagar
TXN102921,Chiroti,2025-06-01,20:06:08,Evening,92.03,Koramangala
TXN102922,Rasgulla,2025-03-13,20:13:00,Evening,119.39,Basavanagudi
TXN102923,Jalebi,2025-05-14,15:20:35,Afternoon,348.95,HSR Layout
TXN102924,Sohan Papdi,2025-06-03,13:11:20,Afternoon,700.69,RR Nagar
TXN102925,Badam Milk,2025-05-20,22:58:16,Night,213.96,RR Nagar
TXN102926,Milk Burfi,2025-07-13,19:39:45,Evening,676.66,Indiranagar
TXN102927,Kesar Peda,2024-03-14,13:19:44,Afternoon,342.62,RR Nagar
TXN102928,Samosa,2024-06-20,10:18:52,Morning,29.08,Electronic City
TXN102929,Samosa,2025-06-09,22:53:05,Night,63.63,Electronic City
TXN102930,Gulab Jamun,2024-03-28,10:08:21,Morning,50.52,Malleswaram
TXN102931,Milk Burfi,2025-01-24,11:07:14,Morning,681.14,Vijayanagar
TXN102932,Gulab Jamun,2025-06-15,08:03:04,Morning,133.52,Indiranagar
TXN102933,Kesar Peda,2024-02-08,19:48:56,Evening,338.04,Electronic City
TXN102934,Kesar Peda,2025-01-06,10:26:36,Morning,522.49,Koramangala
TXN102935,Pista Roll,2025-01-09,22:32:14,Night,569.85,Electronic City
TXN102936,Kaju Katli,2025-04-13,11:56:39,Morning,2364.08,Electronic City
TXN102937,Milk Burfi,2024-12-23,17:38:30,Evening,849.69,Jayanagar
TXN102938,Mysore Pak,2024-08-25,22:42:00,Night,491.99,Koramangala
TXN102939,Milk Burfi,2024-12-19,08:11:03,Morning,1083.96,Electronic City
TXN102940,Laddoo (Boondi),2024-11-13,14:56:16,Afternoon,650.49,RR Nagar
TXN102941,Jalebi,2024-12-14,09:09:46,Morning,158.84,Koramangala
TXN102942,Rasgulla,2024-07-29,12:41:26,Afternoon,122.08,Indiranagar
TXN102943,Gulab Jamun,2024-11-26,10:05:39,Morning,102.8,Basavanagudi
TXN102944,Sohan Papdi,2025-04-25,13:12:48,Afternoon,516.52,Malleswaram
TXN102945,Sohan Papdi,2024-02-29,21:21:00,Evening,696.87,Malleswaram
TXN102946,Badam Milk,2024-04-13,15:21:01,Afternoon,145.34,Indiranagar
TXN102947,Kesar Peda,2025-01-08,13:25:54,Afternoon,301.37,Electronic City
TXN102948,Kaju Katli,2025-04-18,22:50:43,Night,1393.56,Koramangala
TXN102949,Rasgulla,2025-03-23,09:20:46,Morning,31.1,HSR Layout
TXN102950,Kesar Peda,2025-06-30,20:09:53,Evening,1106.67,Basavanagudi
TXN102951,Badam Milk,2025-02-27,17:18:26,Evening,192.19,Malleswaram
TXN102952,Kaju Katli,2025-02-13,10:40:51,Morning,738.87,Electronic City
TXN102953,Kesar Peda,2024-11-11,08:26:06,Morning,1008.84,Malleswaram
TXN102954,Mysore Pak,2024-07-17,19:37:10,Evening,487.82,Indiranagar
TXN102955,Kaju Katli,2025-06-05,15:12:58,Afternoon,1589.55,Electronic City
TXN102956,Milk Burfi,2024-01-16,14:28:24,Afternoon,800.38,Jayanagar
TXN102957,Badam Milk,2025-03-03,17:18:49,Evening,140.17,HSR Layout
TXN102958,Sohan Papdi,2025-01-30,08:12:12,Morning,291.92,Jayanagar
TXN102959,Chiroti,2025-03-05,18:16:24,Evening,146.63,HSR Layout
TXN102960,Rasgulla,2024-04-23,20:52:15,Evening,57.24,HSR Layout
TXN102961,Milk Burfi,2024-12-24,10:30:41,Morning,460.5,Vijayanagar
TXN102962,Milk Burfi,2024-08-31,22:17:28,Night,1088.3,RR Nagar
TXN102963,Laddoo (Boondi),2024-08-12,10:40:40,Morning,446.35,Koramangala
TXN102964,Rasgulla,2024-10-05,20:00:44,Evening,126.45,RR Nagar
TXN102965,Rasgulla,2024-09-28,22:02:24,Night,49.85,Malleswaram
TXN102966,Gulab Jamun,2024-02-13,13:12:27,Afternoon,74.75,Malleswaram
TXN102967,Jalebi,2025-01-12,14:59:50,Afternoon,483.86,Malleswaram
TXN102968,Pista Roll,2024-07-17,10:10:05,Morning,554.56,HSR Layout
TXN102969,Dharwad Peda,2025-05-11,11:50:53,Morning,277.89,Basavanagudi
TXN102970,Samosa,2024-09-03,10:13:11,Morning,40.39,Indiranagar
TXN102971,Badam Milk,2024-08-04,11:38:07,Morning,118.15,Electronic City
